기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요라벨,싫어요,라벨
20210329,20210329,물감통도 밑에  있으니까 나였어도  그렸을 듯  그리고 별것도 아닌게 무슨 5억,1788,,420.0,0.0
20210329,20210329,화룡점정이구나,707,,20.0,2.0
20210329,20210329,그거나 그거나 원래 작품 같아보임,1692,,63.0,0.0
20210329,20210329,붓과 페인트를 둔게 잘 못,2549,,70.0,0.0
20210329,20210329,사진한장 없이 기사올라온거에는 낙서한 사람 욕하는 댓글 천지인데 사진보면 누구나 착각하겠네 라는 생각이 들수 밖에 없음. 사진과 영상 올린건 칭찬하고 싶음. 그리고 개인적인 생각인데 저 초록색 그림 자유와 해방감을 표현하는 여성의 모습이 연상되어 작품의 가치가 더 높아졌다고 평가하고 싶음.,3372,,292.0,1.0
20210329,20210329,난또 망친줄 알았는데.. 화룡정점이구마,1609,,86.0,1.0
20210329,20210329,붓이랑 물감은 왜 거기 둿데?,2488,,28.0,0.0
20210329,20210329,모르는게 죄라지만... 왠지 원래 그림인듯 잘 어울리네,1507,,63.0,1.0
20210329,20210329,"앞에 물감 갖다놓고 펜스도 없이 저래놓으니 참여형 작품인 줄 알았겠지.. 실제로 그런 전시도 제법 있고. 물감통까지 작품으로 칠 거면 작품 앞에 펜스, 최소한 인식할 수 있는 네임택은 전시 측이 해놔야 하는 거 아니냐?",6795,,71.0,0.0
20210329,20210329,말만 안하면  낚서인줄 모르겠네,1197,,46.0,0.0
20210329,20210329,4월부터 10억 되겠습니다.,745,,27.0,1.0
20210329,20210329,뭐가 작품이고 뭐가 낙서냐,1650,,38.0,1.0
20210329,20210329,공직자 공무원들 재산등록이 왜?? 당연한거 아니냐 이 투기꾼 LH같은 넘들아,903,,199.0,1.0
20210329,20210329,경쟁도 없고 편히 공무직 수행하면서 내부 정보는 꿀 빨드수이용하고 뭐가 부글부글 하단 말인가? 아직도 정신 못차리지?,919,,325.0,1.0
20210329,20210329,"기사의 저의가 뭔지? ""공무원""이라면 당연한 일을 당연하게 하는 것 뿐인데?",818,,175.0,0.0
20210329,20210329,본질인 LH 투기자들은 완전 밝히지 않고 웬 화살을 공무원에게 돌리나? 여하튼 대통령이 말한 그대로 LH에 관련된 자들은 지위고하를 막론하고 우선 철저히 가려 엄벌하는 것이 먼저다.,775,,41.0,1.0
20210329,20210329,공무원 할사람들 줄서있으니 .. 싫으면 사표..,1218,,427.0,1.0
20210329,20210329,때려쳐,265,,69.0,1.0
20210329,20210329,공무원이 아닌 일반인이 해도 그리 하면 불법인데 업무상 얻은 정보로 투기를 한 공무원을 그럼 놔둘까? 부글부글 기레기 소설써서 국가전복이라도 됐으면 좋겠지?,2074,,88.0,0.0
20210329,20210329,부패를 청산해도 발광하네 기레기    공무원 전부냐? 부패를 저지른 공무원이지,2770,,138.0,0.0
20210329,20210329,공개하는게 어렵나????? 제 발 저린 넘이 많구나,649,,237.0,0.0
20210329,20210329,그럴수밖에 모든정보를 제일먼저  케치하는곳이라,390,,41.0,1.0
20210329,20210329,뭐랴?!?! 부패 공직자 몰이요???? 이건뭐 걸린게 잘못이고 배수 없단 소리로.. 그럼 공직자 당신들이 직접!!! 신고 하길!! 이놈이 부패질 비리질 했다 라고!!!  .,400,,50.0,0.0
20210329,20210329,하늘을 우러러 부끄럼 없다면 무엇이 두려울까,627,,107.0,0.0
20210329,20210329,기레기들의 전방위적 정부 비난 대단하다. 진짜 기자질은 돈벌이에 불과한거냐? 스스로에게 쪽팔리지도 않냐?,1039,,152.0,2.0
20210329,20210329,"편가르기 ㅋㅋㅋ 투기는 고위급이랑 lh에서 하고 8,9급 재산공개 ㅋㅋㅋㅋ",439,,27.0,1.0
20210329,20210329,내부 정보 일반 국민들 몇 명이나 알까 정책 입안하는 부서 공무원 그 공무원에게 정보를 얻은 사람 정도 아닐까 그 동안 선배 공무원들 해 먹던 이어 받았는데 못하게 되니 부글부글인가 직선 도로 계획도 굽어지는 걸 몸소 보고 풍문이 진실로 밝혀지는 것도 봤다 결국 그 안에 공무원 존재,753,,59.0,0.0
20210329,20210329,잘못된 일에 대한 희생양이 있어야 본인들이 피해갈 수 있다고 아주 어리석은  생각하는거지..,285,,77.0,0.0
20210329,20210329,"공무원으로서 떳떳하면 자괴감이 아닌 자부심을 가져야죠,,",1919,,179.0,0.0
20210329,20210329,법을 빨리 바꿔야 한다. 저것들은 지들이 처벌을 안 받는다는 사실을 너무도 잘 알고 있다.,1740,,6.0,0.0
20210329,20210329,부모가 얼마나 형편없기에 자식을 벌레만도 못하게 키웠누. 저건 글러먹었으.,2721,,7.0,1.0
20210329,20210329,정말 봐주면 안된다. 제정신 아닌 것들 엄벌에 처해야지. 성폭행 형사처벌해라. 촉법소년 지긋지긋.  자신의 말과 행동에 책임질 줄 알게 가르쳐야지.,3136,,3.0,0.0
20210329,20210329,어디서 못된것만 배워가지고.. 인간 안 될 것들은 애시당초 잡아 넣어야 한다,1230,,6.0,1.0
20210329,20210329,부모에게 뭘 배웠나?    피해학생은 지옥을 다녀왔을거임. 치료가 필요함.  거지같은  서당.,1191,,4.0,2.0
20210329,20210329,악마를 능가하는 엽기적 고문행위다.두짐승은 사회와 영원히 격리시켜라.,2322,,7.0,2.0
20210329,20210329,청학동 서당도 처벌해야한다.관리감독  못핝 죄로...,3319,,5.0,1.0
20210329,20210329,내가 읽은게 우리나라에서 일어난 일이라니 말도안돼 가해자놈들 성인되도 더하먼 더했지 악마같은 인간들이니 사회와 격리시키길,3572,,13.0,1.0
20210329,20210329,나이든 성인인 나도 진정이 안되겠다 우웩 토나와 저것들 더한것들 만나서  더한 고문을 당하길,1414,,4.0,1.0
20210329,20210329,부모까지    체벌해야된다  인간이기를   포기한놈들이세,2296,,5.0,1.0
20210329,20210329,죽일놈들! 진짜 싸이코를 만나봐야 세상 무서운지 알지. 법 좀 강화해라,933,,9.0,1.0
20210329,20210329,국개 의원들은   도대체  언제쯤 촉법 소년법 없앨까?,1797,,8.0,0.0
20210329,20210329,강력범죄는 촉법 없애야 함요....,1471,,3.0,1.0
20210329,20210329,촉법폐지,1374,,8.0,0.0
20210329,20210329,똑같이 해 줘라 짐승만도 못한 것들,1186,,6.0,1.0
20210329,20210329,이런 학폭은 지구 어디에도 없을 엽기적 행위다 해당 학생뿐 아니라 부모들 소집하여 보게하고 엄벌에 처해야 한다,2429,,9.0,1.0
20210329,20210329,어디서  저런변태짓을  배운거임~~????????,920,,6.0,0.0
20210329,20210329,촉법제도 폐지합시다 이건 어른들도  생각 못할 천하에 악행이다 피해 아이는 평생 상처속에 살것이다 한사람의 인생을   망치는  악행.. 서당은 관리소홀 책임져라,6032,,9.0,0.0
20210329,20210329,유권자들의 관심을 내곡동 거짓말에서 성 문제로 돌리려는. 의도라면 이런일은 어느 진영에서 하는 것알까?,14,,0.0,1.0
20210329,20210329,김경수도 재판 열지 않고 좌파가짜 댓글 킹크랩 돌려라 지지율 떨어지  발동하는구나,707,,566.0,0.0
20210329,20210329,피해를 당했다는데 잡겠데  이건 2차가해 아닌가봐,14,,3.0,0.0
20210329,20210329,진짜 허위댓글 심하다 어떻게해서든지  떨어뜨리려고 안간힘을쓰는구나,1618,,379.0,0.0
20210329,20210329,왠지 혼자 불 피우는듯 싶은데?,1138,,164.0,0.0
20210329,20210329,억지 네거티브 펼치면 오히려 역효과 난다 이것들아  ㅋㅋㅋ,1065,,97.0,1.0
20210329,20210329,자신의 거짓말을 가리기 위해 ... 자작극.. 이슈는 더 큰 이슈로 덮는다... ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 국민을 개돼지로 보는...ㅋㅋㅋㅋㅋㅋㅋ,4160,,359.0,0.0
20210329,20210329,네곡동 덮으려고 자작극 꾸민거 아냐?,1278,,197.0,0.0
20210329,20210329,어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~  어차피 서울시장은 박영선입니다~~~,28,,13.0,1.0
20210329,20210329,자작극 냄새가 난다 거짓말 덮으려고 또 조작질 한다면  수사대상이다,18,,0.0,0.0
20210329,20210329,아주 발악을 하는구나 정당하게 승부해라,1040,,107.0,0.0
20210329,20210329,내곡동 땅은 오세후니 땅,2479,,371.0,0.0
20210329,20210329,나도 자작극에 한표,2876,,368.0,0.0
20210329,20210329,내곡동 덮으려는 자작극이라는 의견이 많네요,11,,0.0,2.0
20210329,20210329,"급하니까 별의별 소리 급허니까 별의별 거짓말  ㅋ 라임 좋고.  오세훈, 박형준, 김종인 구라 트리오 결성.",5930,,62.0,1.0
20210329,20210329,"왜 이렇게 대놓고 거짓말을 밥먹듯이 할까???  적폐 언론이 안쓰니까! 포털이 대문에 안 올려주는 것 믿고 거짓말하는 쓰레기들!  일반 사회에도 거짓말하면 매장되는데, 정치하는 놈들이 더하네!!!  에라이.",2969,,33.0,0.0
20210329,20210329,"어쩜 국민힘당은 거짓말로 점철된 인간들이 이렇게 많은지, 국민들이 확실하게 심판해야 한다.",1806,,66.0,1.0
20210329,20210329,내곡동이 어떻다구요? 생태탕이 어떻다구요? 새빨간 거짓말 입니다! 맹박이와 똑같은넘!저런넘이 서울시장? 지나가던 똥개가 웃고있네~~~,4885,,95.0,0.0
20210329,20210329,빨간 왜구당은  모두가   까마귀를 삶아 처 먹었나..  거짓말 쟁이들아...  그만  거짓말  해라...  입만열면 구라 지겹다.,2578,,58.0,2.0
20210329,20210329,추호 영감!  5씨는 똥별이고 박영선은 큰별인가 보네? 5씨한테는 큰별 뭐 이런 소리 안 한거 보면 말야.  그래 추호 영감 말 대로 박영선 잘 됐으면 좋겠네.,1799,,60.0,0.0
20210329,20210329,국짐쓰레기들은 언제나 거짓속에 살지,1154,,59.0,1.0
20210329,20210329,새빨간 거짓말 하는 정당의 후보에게 표를 주는 멍천한 국민은 되지 맙시다.,2693,,65.0,0.0
20210329,20210329,하여튼 국힘당 옷만 입었다 하면 남녀노소 안 가리고 다 거짓말쟁이들이 되는구나.  지금 LH투기사태로 반사이익 얻으면서 지들은 투기 관련 없는양 정부나 여당 공격하는 꼴 보면 정말 가증스럽다.  지들이 여당일때 부동산규제 풀어가며 투기해먹던 투기의 본산 아닌가.  오세훈도 이명박하고 어울리더니 저따위로 거짓말을 또 거짓말로 덮는 짓이나 하는거지.,5329,,80.0,1.0
20210329,20210329,나라와 민족을 팔아서 지들의 행복을 극대화하는 세력을 보수라고 규정하고 이 것도 모잘라서 그들에게서 콩고물이라도 떨어지는 처지도 아닌 자들이 그 주장에 동조하는 현상은 난장이라고 밖에 표현할 길이 없습니다. 우리나라 5천 만명에 북한이 3천 만명이면 도합 8천 만명입니다. 당당하게 세상에 무엇이라도 만들 수 있고 무엇이라도 세울 수 있는게 사실입니다. 이 노동력을 착취하려 혈안이 되어있는게 열강이고 그들에게 부역해서 뭐라도 챙기고 있는게 지금의 보수라 규정되어 있는 자들입니다.,1706,,47.0,1.0
20210329,20210329,거짓말과 뒷통수의 대가 김종인,1378,,30.0,2.0
20210329,20210329,국민의 짐은  구라당이다,1334,,53.0,2.0
20210329,20210329,독살스러웠다가  울었다가  저 나이에 갱년기도 아니구 정신과라도 한번 가봐라,11,,8.0,2.0
20210329,20210329,소통이 안되니 쇼통이라도,682,,153.0,1.0
20210329,20210329,"재인씨랑  같이 있더니 , 탁씨 쑈의 비법을 배웠니...근데 너무 어설퍼..쑈는 아무나 하는게 아냐..재인씨 따라갈려묜 멀었다..하기사 그라서 재인씨 따라다니는거니까",1272,,645.0,0.0
20210329,20210329,자는척하고 보좌관한테 찍으라고 시켰게지. 50장 찍어서 잘나온거로 골라서 올렸겠지,18,,8.0,0.0
20210329,20210329,"쇼통령에 쇼 후궁이냐? 박원순, 박영선의 낡은구두쇼, 김상조의 낡은 가방쇼. 역겹다. 정권교체 해서 반드시 집값 하락시키자.",14,,8.0,0.0
20210329,20210329,조선 찌라시 ... 왜 이럴까요?,993,,286.0,0.0
20210329,20210329,ㅎ 누가 저렇게  한가로이 사진을 찍어주고 올리는지~ 우리나라 국회의원은 진짜 최고의 직업인가보네요.,1180,,112.0,2.0
20210329,20210329,좌빨  종특 나왔네  감정호소인  ㅋ,1129,,310.0,0.0
20210329,20210329,광진구에서 고민정 본인한테 진 오세훈이 서울시장 치고나가니 얼마나 분하고 억울하겠어 ㅋ 아직도 니 실력 운운할래,802,,386.0,0.0
20210329,20210329,울던말던 쓰러져 자던 말던 고민정 끝났음,1025,,355.0,1.0
20210329,20210329,"야,  쇼 하지마라 이젠 연극도 잘하는구나 앙큼하긴ᆢ 아무도 안믿는다 정치를 떠나거라 역량도 없는주제에 ᆢ",1641,,569.0,0.0
20210329,20210329,자랑스러운 광진구 의원 피로호소인 고민정 의원님의 당선이후의 힘든 여정을 하나하나 살펴보았습니다.  1. 윤미향지지선언 2. 의원된지 한달만에 1차 나 무척힘들어 선언 3. 박원순 사건 침묵 4. 매우분주함 선언(ft. 떡볶이) 5. 성추행시장후임 뽑는데 박영선캠프 합류 6. 말없이 캠프 탈퇴. 7. 시민붙잡고 대성통곡(2차힘들어 선언 리허설) 8. 엎드린 사진공개(329 2차 힘들어 선언)  이상입니다.  추가 의견 안받습니다.  없으니까요.,1539,,341.0,1.0
20210329,20210329,누구한테 배웠는지 짐작은 가지만 그렇다고 정말 쑈쑈쑈만 심하게 하고 댕기는구나. 진심으로하는 참회가 않보인다.,1036,,292.0,1.0
20210329,20210329,그냥 찍어서  찍은사람이 보구있으면 얼마나 좋을까??? 정치는 쇼라고 하지만  이건 아닌듯 싶다~~~,776,,76.0,0.0
20210329,20210329,고민되나  그냔아나운서할대가 더좋았을것을,356,,215.0,1.0
20210329,20210329,일은 안하냐?,541,,79.0,2.0
20210329,20210329,일은 하지않고 맨날 쑈만 합니다.,1295,,273.0,0.0
20210329,20210329,약간 이상한애네 빨리 정신과 가봐야 할듯,40,,12.0,1.0
20210329,20210329,저런사진이  선거에 도움이 될꺼라고  생각한다면 국민수준을 개돼지로 보는거지  안타깝다,2331,,552.0,0.0
20210329,20210329,고민정 완전 쇼 하네,931,,358.0,1.0
20210329,20210329,경작농민 말이 진실로 느껴진다 똥똥한 운전기사 수배해 보면 답나오겠다,613,,18.0,0.0
20210329,20210329,거짓말 하고 있다는 걸 금방 알겠네.. 교수님 거짓말 그만 하시지요...,659,,19.0,0.0
20210329,20210329,"세훈아, 서울시장인 니가 그 서류에 싸인했것냐? 나 같아도 서류에 싸인 한한다. 안봐도 뻔한 말을 하고 그러냐. 그리고 당시 옆에 같이 있던 사람들은 모두 기억이 이상한 사람들이냐? 어떤 위치에 있던 사실을 이야기 하고 진실이 아니면 사과하면 된다.",1148,,23.0,1.0
20210329,20210329,본인이 간 것은  당근   기억나는데 오세훈이 간 것은  기억이 안난다?  얘네들은   기억도 선택적 기억하나봐?  거짓말도 적당히 해라. 허위사실 유포죄로 체포해야한다고 본다. 경작인도 오세훈 처가와 경작계약 맺었던데 무슨 불법 경작이어서 측량했다하고 국민이 저같이  멍청인 줄 아는건지~납득이 안가요. 납득이.,2359,,30.0,0.0
20210329,20210329,송교수!! 인생 비겁하게 살지 마쇼.. 기억이 안나긴 개뿔~ㅋㅋ,1064,,20.0,2.0
20210329,20210329,"""기억 안난다"" = ""없었다고는 말할 수 없다""  이거 아님?  정말 없었으면 없었다고 말했겠지?  이건 당신이 그 땅 개발에 막대한 영향을 끼쳤다는 증거 아님?  또 시장 돼서 그런 짓 또 하고 싶어서 나왔냐?  약속 대로 사퇴해라.",1929,,36.0,1.0
20210329,20210329,참.. 어떻게 거짓말을 저렇게 천연덕스럽게 눈하나 까딱 안하고 할까...,954,,20.0,1.0
20210329,20210329,서울 양파 부산 양파 요새 양파를 하도 까대서 국민들 눈이 너무 맵다,835,,29.0,0.0
20210329,20210329,ㅋㅋㅋㅋㅋ 이것들은 거짓말로 시간만 보내면 된다는 명바기 정신으로 철저히 무장하고 있네... ㅋㅋㅋㅋㅋㅋㅋㅋ,1663,,28.0,0.0
20210329,20210329,나 오늘 이 기사 보고 간만에 뿜었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  처남은 기억이 안나고  오세훈은 자기가 측량 현장에 간 것이 뭐가 중요하냐 하고  이게 말이야 막걸리야?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  이 집안 사람들은 참 대단하다 ㅉㅉㅉ,4527,,30.0,0.0
20210329,20210329,갔든 안갔든 자신이 시장해먹을 때 자기 집안 땅 그린벨트가 풀리고 개발돼서 그 집안이 수십억을 챙겼으면  정계 은퇴해야 하는 거 맞다.  부패한데다가 무능해서  임기도 못채우고  서울을 빚더미에 올라안게 만든 실패한 시장 주제에  뭘 또 그 집안이 해먹겠다고 나온 거냐?,5122,,58.0,0.0
20210329,20210329,거짓말은  안되요 세훈  어린이,645,,30.0,1.0
20210329,20210329,입만열면 거짓말 배설하는  희대의 사기꾼 명바기 부역자!! 이제 처남까지 동원하냐?! 넌 그냥 내곡동 투기꾼 잡범이다!! 조국만큼 털면 무기징역!! 서울시장을 투기꾼 뽑자는거나?!!!  👍,2944,,37.0,0.0
20210329,20210329,"오세훈 ""'측량 현장에 제가 있었다, 없었다가 중요한 게 아니라니.거짓말쟁이 오세훈 잇따르는 목격 증언 오세훈 박형준 기사 너무 적다 기울어진 언론 환경 부동산 셀프보상 340%수익 36억손해란다 원조 토건족 들이다 2030 지지 없는것들은  새벽에도  일만 열심히 하라는 기득권인식 밥그릇 차별 장애인 차별 부자서민 차별 당당히하는 국민의힘 정신차려라 MB보다 더한거짓말쟁이로 더 해먹을 오세훈  투표 잘 합시다. 내주변 2030은. 다 민주당인데",2534,,56.0,2.0
20210329,20210329,말바꾸기 달인이 나타나셨네요 이정도면 사기꾼 수준이 MB와 동급인듯 ㅋㅋㅋㅋㅋ,1524,,31.0,0.0
20210329,20210329,이게 민주당 수준 ;;; 젤 중요한때에 김빠지게 쳐울고 있네,566,,282.0,1.0
20210329,20210329,아침부터 토 나온다!,365,,92.0,1.0
20210329,20210329,흘릴때 흘려야지,205,,63.0,1.0
20210329,20210329,"여성 성추행,성폭행 피해자들이 피눈물 흘렸을때는  이러지 않았잖아요 ??",901,,169.0,0.0
20210329,20210329,왜?권력이 끝나가니 겁나고 허전해서 우냐?가식덩어리 위선자,794,,338.0,0.0
20210329,20210329,쇼하지말라 이 정권은 전부들이 국민들 바램은 뒤로하고 쇼하는데만 일등이네,1054,,450.0,0.0
20210329,20210329,눈물로호소하는척보인다.그자리십게올라가더니무너질까드렵지.피해자는더하다.우습게보다간큰코다친다,548,,197.0,1.0
20210329,20210329,윤석열 졸개주제에 말이 많네...,291,,146.0,1.0
20210329,20210329,생쏘를 하는구나ㅋㅋㅋ,696,,204.0,1.0
20210329,20210329,"박원순  피해자에게  좀해봐라,  사진찍을라고  쑈하는거지,  자!  하나둘  브이.",635,,234.0,1.0
20210329,20210329,쇼하고  있네,466,,140.0,0.0
20210329,20210329,어휴. 사춘기 애도 아니고. 저런 애가 정치한다고.ㅉㅉ.,655,,182.0,2.0
20210329,20210329,자칭 폐미정당을 외치면서 자기 편 성범죄에는 너무도 관대하고 피해자조차 피해호소인이라고 낮춰 부르니 그 가식과 위선에 참 보고싶지 않다.,1281,,383.0,0.0
20210329,20210329,고민정은 국회의원자격없다,956,,531.0,0.0
20210329,20210329,재앙이가 쇼하라고시키드나? 피해 호소인들인 날 괴롭혀요 하며 호소하냐? 얼마 안남았다 곧 진짜 눈물 흘릴날이...,883,,570.0,0.0
20210329,20210329,진짜 개 역겹네 이걸 또 사진을 찍고 페이스북에 올리다니...,1450,,525.0,0.0
20210329,20210329,쇼하고 있네,461,,121.0,0.0
20210329,20210329,오세훈 비리혐의가 밝혀지니 페미로 물타기하네  그리고 다음은 추천댓글이 Ai가 한다고 하는데 찬성글고ㅡ 다른 성향의 글들이 추천글들로 뜨는이유가 뭐냐?  추천댓글 설명란을 봐도 뭔니용인지 모르겠고 지들도 모르니까 아니 감추고 싶으니까 혀바닥 길게 헛소리 늘어놓은 거깄지,45,,11.0,0.0
20210329,20210329,박영선도 눈물 흘리는 사진 올리더니 뭔 신파래,482,,129.0,0.0
20210329,20210329,사퇴한다고 하지 않았나. 이 도박꾼아. 말이 점점 달라지네.  역시 국민의 짐 답다. ㅋㅋ,930,,17.0,0.0
20210329,20210329,"이 거짓말쟁이 사기꾼아.  어쩜 이명박이 판박이냐?       내곡동땅이 있는지도 몰라?  재산신고도 했고, 셀프보상도 했으면서  오늘은 어떤 거짓말을 할지 궁금하다.",1573,,21.0,0.0
20210329,20210329,완죤 빼박이네 사퇴해야 맞고~ 오늘 토론까지 갈 필요 없다 사퇴하라~!!,3215,,34.0,0.0
20210329,20210329,유명인을 만나면 절대 기억을 못할리없지 안그런가? 사퇴해야 쓰것소 증인도 바글바글했구만,585,,19.0,0.0
20210329,20210329,1차방어선 내가  내곡동 땅측량할때 참석했다구요? 새빨간 거짓말입니다 여러분!!!  2차방어선  내가 내곡동 땅 증인나오면 사퇴하겠다구요? 새빨간 거짓말입니다 여러분..,2205,,12.0,2.0
20210329,20210329,"네가 셀프보상을 받고, 안한것처럼 거짓말을 계속 하고 있다는게 문제지. 35억 오세훈아",819,,23.0,0.0
20210329,20210329,확실한 증언과 증거사진이 나와야 하는데 ㅋㅋ 이럴때 같이 있었던 사진과 또 비슷한 정황적 증거 ㅋ 아니면 처남이 그 시간 다른곳에 있었다는 사진 ㅋ 혹 장인이나 처남의 양심고백? ㅋ 그럼에도 불구하고 지지하는 설 사람들이 젤 큰 문제긴 하지 ㅋㅋ,433,,22.0,0.0
20210329,20210329,댓글이 100개도 안되는 '다른나라 상의탈의 기사'는 떡하니 메인 3위에 자리잡고 댓글이 500개가 되어가는 이 기사는 22위 ..클릭해서 넘어가야만 볼 수 있는 기사.  5세훈만큼 이해가 안되죠~,971,,7.0,0.0
20210329,20210329,5세 사퇴하라. 생태탕도 같이 먹었으면 빼박이네. 증언 나오면 집에간댔지? 빨리 가라. 난 5세보다 경작인 증인의 말이  믿음이간다. 그 사람들이 할짓이없어  허구한 날 뻥을 치냐? 증언 나왔으니 사퇴해라. 빨리 사퇴하라.,1383,,32.0,1.0
20210329,20210329,오세훈씨 거짓말을 그렇게 밥 먹듯이 하면서 어떻게 서울시장 하겠어요? 대한민국 국민으로서 너무 창피합니다!!!,972,,29.0,1.0
20210329,20210329,ㅋㅈㅋ  오명박일세.,461,,8.0,2.0
20210329,20210329,입만 열면 거짓말 ㅉㅉ 오세훈 사퇴다,464,,24.0,0.0
20210329,20210329,오세훈이 서울시장 사퇴할때 빚더미 서울시였다. 그때 박원순시장이 한동안 빚청산을 위해 고군분투하여 서울시를 정상화시켰고~~박원순시정활동기간 서울시가 태평성대였다. 그리고 광장을 시민에게 돌려주었고~건전한 시위 집회를 보장하였다. 박원순시장이 돈을 밝히는 분이셨다면~서울시 시장으로서 얼마든지 이권에 줄을 대고~이것 저것 사업자들과 건수 만들어 뒤로 해먹었을때 천문학적인 돈을 챙길 수 있었을거다. 개발개발하는데~~그 개발이 원주민을 몰아내고 투기꾼들 배불리는 짓들이다 보니~서민들 주거 보장을 해주기 위해 개발을 함부로 안했다. 빚만 늠,1019,,35.0,1.0
20210329,20210329,"진짜 대단하다. MB때 ""새빨간 거짓말 입니다. 여러분"" 생각난다.",1082,,13.0,1.0
20210329,20210329,"조중동 기레기들 입싹닫고 있네... 다음도 네이버도 너무 조용하다.  거짓말 하면 사퇴한다 했으니 사퇴하세요~! 내곡동 땅이 어디있는지도 모른다며 처가땅이라 모르는 땅이라더니 재산신고는 또 했네 그려...  ""이거 완전히 새빨간 거짓말입니다~"" 누가 그랬더라...? 지금은 그게 거짓말이라 감옥에 계신분...???",2942,,17.0,1.0
20210329,20210329,정말 후안무치 남의잘못은 커보이지 양치기5세훈,508,,18.0,0.0
20210329,20210329,입만 열면 거짓말인게 MB랑 똑같혀이  느그아부지 MB가?,807,,15.0,2.0
20210329,20210329,동네 사람들 다 봤다는데 ..,481,,15.0,2.0
20210329,20210329,현장에 내가 있었던게 중요한게 아니면 뭐가 중요해?  몰랐다며?? ㅋ  계속 거짓말 해온거네,1159,,7.0,0.0
20210329,20210328,"발찌 저렇게 풀리는것 자체가 이상한거임 산후조리원 갈때도 부모 눈앞에서 다른 발찌로 갈아줄 정도,저렇게 허술한게 아님",745,,15.0,1.0
20210329,20210328,중앙일보는  거짓말을  해도 유전자검사는 거짓말을  안한다.,884,,31.0,0.0
20210329,20210328,사진 보니 두 달쯤 되어 보이는 신생아라서 병원에서 바뀐거 확실한듯.  태어난지 얼마 안 된 신생아는 다리가 저렇게 포동하지 않고 피부톤도 벌겋습니다. .사진 보니 과학수사가 맞다는 확신이 가네요.,2369,,26.0,0.0
20210329,20210328,추측해보건데 병원관계자와  모녀중  누군가와  비밀스러운관계라면 말이 안되는 것도 아니지,272,,11.0,1.0
20210329,20210328,경찰의 중간발표가 틀렸단말인가 제왕절개라면 날짜조절이 된다 어떤말로도 DNA결과를 부정할수없다 실종된아이를 빨리 찾아야한다,266,,11.0,2.0
20210329,20210328,신생아아기치고는 너무 토실토실하고 피부색이 안정적이다  진짜 신생아 에게 채웠던 발찌를 수단방법을 가리지 않고  강제로 분리한  것까지는 성공한듯 하나  바꿔치기한 아기가 너무 커서 뱔찌 사이즈가 맞지않아 못 채우고 옆에 둔 것 같다,2833,,16.0,0.0
20210329,20210328,왜 팔찌가 따로 놓여 있나? 누구의 요청으로 팔찌가 채워져 있지 않았나?  바꿔버리기 쉽게하려고 한 것은 아닌지?  왜 병원은 팔찌를 저렇게 둔것인지???  이거만 수사해도 뭔가 찾아내겠네.,492,,15.0,0.0
20210329,20210328,"이런기사로 국민 관심을 정치에서 멀어지게 하지 말고..내려라.무슨 기사가 의혹만 나열 하누....  차라리 정치. LH.시,도의원들.국회의원들  투기여부나 올려라",432,,74.0,0.0
20210329,20210328,원칙은 채워있어야지. 분리되어 있다는것은 의심받을짓.,510,,6.0,1.0
20210329,20210328,중앙기레기는 왜 가족편을 드는거지? 토왜라서?,407,,55.0,1.0
20210329,20210328,발에 채워져 있어야 할 발찌가 분리되어 있으면 그것이 훼손이다 억지 주장을 하는 사람이나 그 주장을 기사로 쓰는 사람이나...,996,,12.0,1.0
20210329,20210328,혹시 병원관계자와 모녀둘중하고 무슨관계가 아닐까하는 생각이 드네요 그래서  밝혀지지가 않을수도 있지요,277,,28.0,0.0
20210329,20210328,바보 저게 분리되어 있는게 이상한거야. 단 한번도 분리된 적이 없고 다른 아기들도 그래.,1172,,10.0,2.0
20210329,20210328,한심하네  중앙아 팔찌가 빠지는거나  잘리는거나  같은거 아닌가 아이 몸에서 불리가 안되는거지   어떠한  경우라도,499,,21.0,2.0
20210329,20210328,제가 아이가 셋인데.. 저 사진이 출산 며칠뒤 찍은 아이 사진이라면 절대절대 아닙니다!!! 피부톤이 안정적이고 허벅지 살이 포동포동 올라오고.. 2달은 넘어 보이는 아이임에 확실합니다!! 그리고 제 조카 딸 두명이 41주에 4.2킬로 우량아로 태어나서 직후 모습을 봐서 아는데 저렇게 피부결이 절대 나올수 없습니다!!!!!!,338,,8.0,0.0
20210329,20210328,분리된건 확실,263,,9.0,0.0
20210329,20210328,발찌를 자르지 않고 벗겨냈겠지,246,,17.0,2.0
20210329,20210328,훼손이든 아니든 왜 빠져 있는거야~??,440,,9.0,1.0
